ID,Segment,Segment_Name,Total_Spending,Estimated_CLV,Response_Probability,Churn_Risk,RFM_Score,Income,Age
4702,4,Affluent Singles,1895,356.7058823529412,0.39866699215399704,Low Risk,11,61839.0,57
3281,0,High-Value Champions,411,76.32857142857144,0.10246442379279705,Medium Risk,10,49154.0,61
702,4,Affluent Singles,521,97.6875,0.11068804659745243,High Risk,11,47682.0,46
2004,4,Affluent Singles,1168,219.85882352941178,0.0943285577089163,Medium Risk,12,72679.0,52
4769,0,High-Value Champions,493,92.80000000000001,0.5727360041636655,Medium Risk,10,57954.0,44
4437,0,High-Value Champions,260,47.27272727272728,0.05079932088396598,Medium Risk,10,65316.0,59
8724,2,Mature Loyalists,46,7.666666666666668,0.008745989296698611,Medium Risk,5,28567.0,39
10741,0,High-Value Champions,319,58.892307692307696,0.12404043712319834,Medium Risk,10,47352.0,70
1991,0,High-Value Champions,96,16.457142857142856,0.19311944938234543,Low Risk,5,44931.0,54
6931,1,Budget-Conscious Families,1062,199.12500000000003,0.8223912176250255,Low Risk,8,76982.0,54
11096,0,High-Value Champions,232,42.18181818181819,0.054987746654926034,Low Risk,9,57247.0,69
304,2,Mature Loyalists,76,13.028571428571428,0.07753756232797353,Medium Risk,8,22944.0,40
3665,2,Mature Loyalists,54,9.257142857142858,0.030027936475727962,Low Risk,6,25315.0,44
10591,2,Mature Loyalists,201,36.18000000000001,0.32040511492973645,Low Risk,7,43638.0,52
5036,2,Mature Loyalists,406,74.95384615384616,0.5211790450462952,Low Risk,8,42710.0,37
5547,1,Budget-Conscious Families,1919,364.61,0.9543076923076924,Low Risk,10,84169.0,39
7822,4,Affluent Singles,662,125.43157894736845,0.04204315547906295,Medium Risk,11,54058.0,45
8541,2,Mature Loyalists,41,7.0285714285714285,0.0038368099745814386,High Risk,8,24683.0,31
10955,1,Budget-Conscious Families,1600,297.14285714285717,0.9454211500985693,Medium Risk,12,85620.0,57
4368,2,Mature Loyalists,134,23.450000000000003,0.036599209735987,Medium Risk,8,47850.0,41
9671,0,High-Value Champions,69,11.82857142857143,0.7830890693471362,Low Risk,7,19514.0,53
2256,0,High-Value Champions,21,3.3600000000000003,0.017434292363595543,Low Risk,4,27159.0,48
4279,0,High-Value Champions,54,9.0,0.07712151342196621,High Risk,7,39548.0,58
5371,2,Mature Loyalists,91,15.600000000000001,0.8084228793251625,Low Risk,5,21474.0,32
9240,4,Affluent Singles,526,99.01176470588234,0.1310822199232532,Medium Risk,11,60504.0,50
9460,2,Mature Loyalists,162,28.35,0.18052151205027733,Medium Risk,8,22419.0,58
9504,4,Affluent Singles,1008,193.536,0.6055500694957218,Low Risk,10,81698.0,72
8692,0,High-Value Champions,240,43.63636363636364,0.17548662243322735,Low Risk,9,43462.0,69
448,4,Affluent Singles,795,151.05,0.13995344888633007,Medium Risk,11,54880.0,43
8314,1,Budget-Conscious Families,1772,335.74736842105267,0.9332679753196994,Low Risk,11,79908.0,39
8420,2,Mature Loyalists,64,10.971428571428572,0.04938152370481066,Low Risk,6,15315.0,51
3174,1,Budget-Conscious Families,1957,371.83000000000004,0.9054729020979022,Medium Risk,13,87771.0,62
7685,2,Mature Loyalists,78,13.371428571428574,0.06744922069425606,Low Risk,5,33039.0,43
3179,4,Affluent Singles,1572,298.68,0.13080039584071843,Medium Risk,13,81741.0,41
9780,4,Affluent Singles,795,152.64,0.07156178689607186,Low Risk,10,71499.0,50
10681,4,Affluent Singles,889,169.71818181818185,0.06760835731775484,Low Risk,10,62466.0,51
10232,0,High-Value Champions,331,61.107692307692304,0.056098735882626025,Low Risk,7,48799.0,58
4184,0,High-Value Champions,265,48.18181818181819,0.03676576602422071,Low Risk,9,52157.0,71
9120,4,Affluent Singles,1065,199.6875,0.18276119766479318,High Risk,12,66565.0,59
891,0,High-Value Champions,11,1.6500000000000001,0.006819689287758889,Medium Risk,6,29298.0,70
10381,2,Mature Loyalists,21,3.1500000000000004,0.027874773093083612,Low Risk,5,47691.0,42
3525,0,High-Value Champions,17,2.5500000000000003,0.053652473681505226,Low Risk,3,38200.0,51
6818,2,Mature Loyalists,369,67.65,0.1942499536370536,Low Risk,8,44989.0,47
3526,0,High-Value Champions,38,6.079999999999999,0.013679191754911056,Medium Risk,5,38443.0,53
8181,2,Mature Loyalists,177,31.466666666666665,0.16939792861815825,Low Risk,7,38593.0,43
1029,0,High-Value Champions,279,51.150000000000006,0.05975273572859767,Low Risk,8,64413.0,51
7369,2,Mature Loyalists,62,10.333333333333336,0.0423381712611009,Medium Risk,6,36959.0,40
2574,1,Budget-Conscious Families,1230,233.0526315789474,0.7937521900595482,Low Risk,11,61996.0,44
8159,0,High-Value Champions,182,32.35555555555556,0.18407460504911488,Low Risk,5,51287.0,53
1160,0,High-Value Champions,49,8.4,0.05010284455640014,Low Risk,6,13260.0,51
10242,0,High-Value Champions,75,12.85714285714286,0.037141408722413775,Low Risk,6,47472.0,55
5253,0,High-Value Champions,227,41.27272727272728,0.24799255993705618,High Risk,11,54603.0,65
5966,0,High-Value Champions,215,39.09090909090909,0.5045573728053928,Medium Risk,10,45207.0,47
5314,0,High-Value Champions,444,82.45714285714287,0.11503831300292573,Medium Risk,10,40689.0,70
5081,0,High-Value Champions,47,7.520000000000002,0.07577431240629963,Medium Risk,5,47821.0,54
5123,2,Mature Loyalists,143,24.514285714285716,0.09648841497173846,Medium Risk,7,27450.0,70
5756,2,Mature Loyalists,55,9.166666666666666,0.022725846339713668,Medium Risk,6,39453.0,38
8036,0,High-Value Champions,63,11.025,0.08910388015474582,Low Risk,5,26850.0,50
9058,1,Budget-Conscious Families,1867,356.4272727272728,0.8717992424242424,Medium Risk,14,79800.0,66
5057,4,Affluent Singles,611,115.7684210526316,0.02270548958501682,Medium Risk,11,61794.0,60
254,0,High-Value Champions,473,88.6875,0.6225138589832551,Low Risk,7,53863.0,66
4179,2,Mature Loyalists,55,9.166666666666666,0.03273942603799849,High Risk,7,24221.0,62
3710,2,Mature Loyalists,81,13.5,0.7776709299147139,Low Risk,6,39684.0,37
7627,1,Budget-Conscious Families,2086,398.23636363636365,0.9598749999999999,Low Risk,12,92163.0,46
4501,4,Affluent Singles,1478,280.82000000000005,0.0635411319959274,High Risk,14,69882.0,56
6424,2,Mature Loyalists,49,7.840000000000001,0.08336443452862677,Low Risk,3,33178.0,44
3075,4,Affluent Singles,382,71.30666666666666,0.048112346428956315,Low Risk,9,59973.0,49
4992,2,Mature Loyalists,69,11.82857142857143,0.6686174816005965,Low Risk,5,17459.0,46
5252,2,Mature Loyalists,67,11.166666666666668,0.314478461622375,High Risk,8,23910.0,52
7444,0,High-Value Champions,30,4.800000000000001,0.02243534539132981,Low Risk,4,42169.0,52
6919,2,Mature Loyalists,63,10.799999999999999,0.07290379255073463,Low Risk,6,26224.0,43
3537,2,Mature Loyalists,79,13.824999999999998,0.10993047725081359,Medium Risk,7,31089.0,40
10277,2,Mature Loyalists,42,6.719999999999999,0.05051528273699523,Low Risk,4,30081.0,60
2453,4,Affluent Singles,819,156.0,0.0796245938524547,High Risk,13,62807.0,61
7972,4,Affluent Singles,1151,216.65882352941176,0.07027680479209802,High Risk,12,72906.0,66
895,0,High-Value Champions,594,112.2,0.10655240209810932,Medium Risk,11,61467.0,73
1177,0,High-Value Champions,129,22.575000000000003,0.07996153673540735,High Risk,8,49618.0,55
7141,2,Mature Loyalists,213,37.86666666666667,0.7920874362737698,Low Risk,6,21888.0,35
7232,2,Mature Loyalists,67,11.166666666666668,0.03675105224153403,High Risk,8,42429.0,48
8477,0,High-Value Champions,28,4.4799999999999995,0.007632595967514978,Medium Risk,6,26150.0,65
2457,2,Mature Loyalists,45,7.200000000000002,0.09400955372470621,Low Risk,4,30801.0,46
988,4,Affluent Singles,1193,225.34444444444443,0.6153844031387664,High Risk,14,81168.0,56
7930,2,Mature Loyalists,268,48.727272727272734,0.09469972107141814,Medium Risk,10,26877.0,52
4587,4,Affluent Singles,266,48.76666666666667,0.11753976217061124,High Risk,11,45006.0,77
6682,2,Mature Loyalists,37,5.920000000000001,0.004808580955783169,Low Risk,5,18978.0,48
6222,0,High-Value Champions,37,6.166666666666668,0.016188917877940644,Low Risk,4,22574.0,54
10299,4,Affluent Singles,882,168.73043478260868,0.5393179810226026,Medium Risk,13,48240.0,52
3083,0,High-Value Champions,373,69.27142857142857,0.12016024262601262,High Risk,11,45837.0,47
8953,0,High-Value Champions,35,5.600000000000001,0.018905322458760147,High Risk,7,35791.0,56
1503,4,Affluent Singles,107,10.700000000000001,0.19176858688562878,Low Risk,5,162397.0,45
8650,0,High-Value Champions,42,6.720000000000001,0.01725626155726739,Low Risk,4,54162.0,43
10862,0,High-Value Champions,326,60.184615384615384,0.09126122999544128,Low Risk,7,30522.0,61
2782,0,High-Value Champions,404,75.41333333333334,0.12486873446700891,Low Risk,8,54456.0,60
6941,2,Mature Loyalists,95,15.833333333333336,0.3071658647469465,High Risk,8,31632.0,50
10972,1,Budget-Conscious Families,939,174.38571428571427,0.7320878536307411,Medium Risk,10,72298.0,72
10708,2,Mature Loyalists,33,5.28,0.010285324991930554,Low Risk,5,36975.0,43
6583,4,Affluent Singles,981,186.85714285714286,0.34690056204722297,Medium Risk,11,72635.0,66
3641,2,Mature Loyalists,36,6.0,0.034674092699513485,High Risk,7,13624.0,45
10156,4,Affluent Singles,1237,235.03000000000003,0.10193516917101599,Medium Risk,12,84196.0,46
4299,4,Affluent Singles,1825,351.9642857142858,0.7961281324257016,Low Risk,12,70971.0,61
3469,2,Mature Loyalists,103,17.657142857142855,0.44391279310624604,High Risk,9,34487.0,44
5063,2,Mature Loyalists,191,34.38,0.12756655841437747,High Risk,8,28769.0,44
10727,4,Affluent Singles,1586,303.9833333333333,0.1742243891706331,Low Risk,13,69084.0,51
9624,4,Affluent Singles,963,178.84285714285718,0.2115765608566181,Low Risk,10,65488.0,63
5156,4,Affluent Singles,889,169.71818181818185,0.06760835731775484,Low Risk,10,62466.0,51
4376,2,Mature Loyalists,93,15.942857142857145,0.2859400582592176,Low Risk,6,32218.0,61
8923,1,Budget-Conscious Families,1587,302.2857142857143,0.9288250796332471,Low Risk,10,83917.0,48
8461,0,High-Value Champions,16,2.4000000000000004,0.01425320666548387,Low Risk,3,46102.0,59
6945,4,Affluent Singles,1375,266.40625000000006,0.40283617395149657,Medium Risk,14,84574.0,69
944,4,Affluent Singles,393,72.9857142857143,0.1514136235255706,Low Risk,7,56181.0,59
1907,4,Affluent Singles,1477,281.97272727272724,0.7755192696730588,Medium Risk,13,63120.0,71
701,4,Affluent Singles,1179,221.92941176470592,0.16306588233504146,Medium Risk,12,73691.0,50
3856,4,Affluent Singles,1005,192.2608695652174,0.05001340623941385,High Risk,13,63381.0,61
4149,4,Affluent Singles,1348,256.76190476190476,0.31485347354357446,Medium Risk,12,76140.0,73
2131,4,Affluent Singles,1307,248.32999999999998,0.673470186500941,Low Risk,11,62859.0,62
2942,0,High-Value Champions,486,90.25714285714287,0.4474102237146607,Low Risk,8,45906.0,57
1173,1,Budget-Conscious Families,2252,415.7538461538461,0.860699068089312,Medium Risk,12,77632.0,74
4381,0,High-Value Champions,235,42.72727272727273,0.21573173252295214,Medium Risk,9,46463.0,50
4611,1,Budget-Conscious Families,1724,333.6774193548387,0.9372228739002932,Low Risk,12,105471.0,51
3376,0,High-Value Champions,235,42.72727272727273,0.047905995485064176,Low Risk,7,55282.0,51
4679,4,Affluent Singles,1092,210.0,0.2159024287200294,Low Risk,12,78710.0,44
10928,4,Affluent Singles,599,112.3125,0.09333861845285617,Low Risk,8,66886.0,63
4248,1,Budget-Conscious Families,2008,381.52000000000004,0.9975,Low Risk,11,98777.0,61
6728,2,Mature Loyalists,48,7.68,0.1397731274318802,Low Risk,4,29103.0,36
6661,4,Affluent Singles,1174,226.4142857142857,0.08371943582183901,Medium Risk,13,67445.0,47
4725,0,High-Value Champions,67,11.485714285714286,0.0260070108262063,Medium Risk,8,50616.0,71
3277,0,High-Value Champions,365,67.78571428571429,0.20556750867205348,Low Risk,7,49431.0,66
5555,4,Affluent Singles,6,0.0,0.03313948990442572,High Risk,7,153924.0,46
2564,0,High-Value Champions,165,29.33333333333334,0.052060319406541176,High Risk,9,61278.0,68
946,2,Mature Loyalists,210,37.800000000000004,0.11997203672250217,High Risk,10,26490.0,63
3867,4,Affluent Singles,1095,210.57692307692307,0.03338043457965781,Low Risk,11,73059.0,74
6940,0,High-Value Champions,223,39.644444444444446,0.6068565620297246,High Risk,10,46734.0,55
55,4,Affluent Singles,597,113.11578947368422,0.08359834050582675,High Risk,12,56253.0,58
7093,2,Mature Loyalists,22,3.3000000000000003,0.009358949689065947,Medium Risk,6,19986.0,36
5084,4,Affluent Singles,1064,203.93333333333337,0.1148030166487663,High Risk,14,58330.0,46
1777,2,Mature Loyalists,74,12.333333333333336,0.1807909249399431,Low Risk,5,25965.0,41
8162,2,Mature Loyalists,26,4.16,0.04204514470132357,High Risk,7,14661.0,65
10826,2,Mature Loyalists,60,9.600000000000001,0.09642340812733707,High Risk,7,18690.0,62
8754,2,Mature Loyalists,20,3.0000000000000004,0.02050710461759102,Low Risk,4,45068.0,47
1987,2,Mature Loyalists,59,9.833333333333336,0.043980831485289314,Low Risk,5,21063.0,34
11007,2,Mature Loyalists,34,5.44,0.012922769775545602,Low Risk,5,29187.0,53
7426,0,High-Value Champions,198,35.64000000000001,0.022444312967524818,High Risk,8,54690.0,50
9153,4,Affluent Singles,1048,201.53846153846155,0.14667070888711492,High Risk,14,59304.0,57
10379,0,High-Value Champions,574,108.04705882352943,0.0755484554351031,High Risk,12,59247.0,59
9204,4,Affluent Singles,1029,191.10000000000002,0.10521121323529284,Low Risk,9,66731.0,51
3197,4,Affluent Singles,670,126.94736842105266,0.06704323991691441,Low Risk,10,77353.0,41
2920,4,Affluent Singles,990,184.8,0.12167670663434932,Medium Risk,11,52614.0,46
6961,0,High-Value Champions,11,1.6500000000000001,0.027353631078943497,Low Risk,4,26751.0,47
4673,1,Budget-Conscious Families,1241,235.13684210526313,0.8562731729589932,Low Risk,10,81300.0,58
9937,4,Affluent Singles,576,108.42352941176472,0.06964529916311415,Medium Risk,11,70337.0,42
8779,2,Mature Loyalists,172,30.57777777777778,0.3342203307772934,Low Risk,5,36145.0,36
9596,4,Affluent Singles,664,126.16000000000003,0.0758300239766923,Low Risk,9,65295.0,41
2891,4,Affluent Singles,928,177.16363636363636,0.1499004708320692,Medium Risk,12,68118.0,58
4910,4,Affluent Singles,2074,400.97333333333336,0.13665876260195178,High Risk,15,68743.0,54
75,2,Mature Loyalists,467,87.17333333333333,0.13062737762755683,Low Risk,8,41039.0,39
10120,0,High-Value Champions,257,46.72727272727273,0.05594960919427433,High Risk,11,38946.0,66
6327,4,Affluent Singles,1146,215.71764705882353,0.08944274500066164,High Risk,13,65777.0,54
10142,4,Affluent Singles,689,130.54736842105262,0.17162194104665995,High Risk,13,66476.0,45
9826,1,Budget-Conscious Families,2114,403.5818181818182,0.83,High Risk,15,86857.0,49
1501,1,Budget-Conscious Families,1717,331.9533333333334,0.535,Low Risk,12,160803.0,39
10767,1,Budget-Conscious Families,1346,256.38095238095246,0.8458309858356299,Low Risk,12,77845.0,32
7279,4,Affluent Singles,1044,194.88,0.3129710252905848,Low Risk,8,69476.0,52
7230,4,Affluent Singles,493,92.80000000000001,0.5709701804315724,High Risk,12,50611.0,61
143,4,Affluent Singles,957,176.6769230769231,0.23315555714144157,Medium Risk,11,61209.0,51
450,0,High-Value Champions,270,48.6,0.08636216215630099,High Risk,10,42315.0,63
9316,2,Mature Loyalists,29,4.64,0.018802088634938458,Low Risk,4,13084.0,69
6379,0,High-Value Champions,121,20.74285714285714,0.6977656092281379,Low Risk,5,47570.0,72
9239,0,High-Value Champions,126,22.049999999999997,0.013706642239928386,High Risk,9,61923.0,60
8315,2,Mature Loyalists,23,3.45,0.2346076191765693,Medium Risk,6,34824.0,26
2868,0,High-Value Champions,57,9.5,0.4618762158177961,Low Risk,5,26518.0,72
10888,4,Affluent Singles,636,120.50526315789472,0.3122035062710049,Low Risk,10,45938.0,60
1277,4,Affluent Singles,1004,193.62857142857143,0.4368543303805486,Low Risk,11,78468.0,61
9977,4,Affluent Singles,734,138.64444444444445,0.17604168424748654,High Risk,13,78901.0,48
10196,4,Affluent Singles,614,116.33684210526317,0.13244425182913377,Low Risk,9,71427.0,43
6384,4,Affluent Singles,1453,275.3052631578948,0.7225997755258154,Low Risk,11,71022.0,43
8029,1,Budget-Conscious Families,1621,302.5866666666667,0.9691067821067821,Low Risk,10,90247.0,33
968,0,High-Value Champions,187,33.66,0.07204431536658636,Low Risk,6,41335.0,53
6988,1,Budget-Conscious Families,1443,274.85714285714283,0.908010395306448,High Risk,14,71952.0,35
4472,0,High-Value Champions,57,9.5,0.09255027173403929,Low Risk,5,35682.0,51
6991,0,High-Value Champions,637,120.69473684210526,0.23463053708455484,High Risk,13,43185.0,70
3336,4,Affluent Singles,948,173.8,0.680937309175419,High Risk,12,66375.0,73
4301,2,Mature Loyalists,59,9.440000000000001,0.8654612579382537,Low Risk,4,35178.0,50
1940,2,Mature Loyalists,18,2.6999999999999997,0.04156975380116269,Low Risk,4,25252.0,35
1272,4,Affluent Singles,903,172.74782608695654,0.21421894574573816,Low Risk,12,55250.0,56
1388,2,Mature Loyalists,112,19.200000000000003,0.11261874495414029,Low Risk,5,33249.0,46
1044,4,Affluent Singles,596,112.57777777777778,0.11862708664514306,Low Risk,10,58398.0,68
6969,2,Mature Loyalists,233,42.363636363636374,0.045882551850154746,Medium Risk,10,50272.0,39
10479,1,Budget-Conscious Families,1511,274.72727272727275,0.26254946543970936,Medium Risk,12,76618.0,46
3619,1,Budget-Conscious Families,1152,216.84705882352944,0.8465059523809524,Low Risk,9,87305.0,61
1715,2,Mature Loyalists,48,8.0,0.03001458477302522,Low Risk,5,25851.0,43
10159,4,Affluent Singles,1185,227.8846153846154,0.15081523197721766,High Risk,14,58710.0,51
1463,0,High-Value Champions,21,3.15,0.024322909930457187,Low Risk,3,45160.0,63
5114,4,Affluent Singles,965,180.13333333333333,0.18626431735732185,Low Risk,8,74806.0,56
4990,4,Affluent Singles,869,165.52380952380952,0.11030843277719019,High Risk,13,59111.0,67
4329,2,Mature Loyalists,16,2.56,0.007926900617991122,Low Risk,5,18988.0,37
10936,1,Budget-Conscious Families,1947,365.0625,0.21006132756132753,High Risk,12,72190.0,56
4692,2,Mature Loyalists,71,12.425,0.7304951434688277,Low Risk,5,7500.0,45
7212,0,High-Value Champions,65,10.833333333333336,0.039188977142869084,High Risk,8,44794.0,55
6086,4,Affluent Singles,1380,264.5,0.2627608318600014,Medium Risk,14,80395.0,66
437,4,Affluent Singles,1027,196.4695652173913,0.17375179468696875,Low Risk,12,75012.0,45
11171,0,High-Value Champions,411,76.72,0.11088690147188558,Medium Risk,10,56962.0,56
11101,4,Affluent Singles,836,160.76923076923077,0.7642874293036508,Low Risk,10,89891.0,30
5329,0,High-Value Champions,11,1.6499999999999997,0.0454428983371196,Low Risk,4,35946.0,72
610,0,High-Value Champions,480,90.0,0.5834072219480476,Medium Risk,10,53593.0,68
9384,4,Affluent Singles,606,114.07058823529412,0.04966927066979125,Medium Risk,10,66373.0,43
5956,0,High-Value Champions,284,52.06666666666668,0.14938514449067836,Medium Risk,10,45072.0,73
10430,1,Budget-Conscious Families,1472,269.8666666666667,0.9250346761331482,Low Risk,10,89694.0,48
7875,1,Budget-Conscious Families,1677,322.5,0.9678571428571427,Low Risk,13,72025.0,72
7072,4,Affluent Singles,1335,252.1666666666667,0.07057700083127039,Medium Risk,13,67432.0,48
6255,4,Affluent Singles,334,61.66153846153847,0.07762775570034056,Low Risk,8,70545.0,69
6516,2,Mature Loyalists,18,2.7,0.02438281967882583,Low Risk,4,17487.0,32
5564,4,Affluent Singles,1338,253.51578947368418,0.2920834678587741,Low Risk,11,62882.0,52
5682,4,Affluent Singles,1099,211.65925925925927,0.2055512045807495,Low Risk,10,64108.0,68
7458,0,High-Value Champions,97,16.62857142857143,0.07068465719351176,Low Risk,6,34941.0,65
5237,0,High-Value Champions,63,10.800000000000002,0.07788849833797333,High Risk,8,48767.0,71
7761,2,Mature Loyalists,109,19.075000000000003,0.04525445759923374,Medium Risk,8,38702.0,43
5278,4,Affluent Singles,902,171.80952380952382,0.3497090052733406,High Risk,13,82224.0,57
3560,1,Budget-Conscious Families,1574,299.06,0.9725586062097098,Medium Risk,12,83844.0,69
7235,2,Mature Loyalists,38,6.514285714285714,0.010441757060591157,Low Risk,5,17003.0,46
10548,4,Affluent Singles,960,184.00000000000003,0.08388189958506832,Low Risk,11,71163.0,26
2281,2,Mature Loyalists,28,4.2,0.3255096965647757,Low Risk,4,33697.0,51
4073,4,Affluent Singles,1215,234.32142857142864,0.8199914943685725,Low Risk,11,63564.0,67
6974,4,Affluent Singles,1497,285.79090909090917,0.1134836640621336,High Risk,15,83443.0,49
7938,4,Affluent Singles,449,84.1875,0.0631980143396123,High Risk,11,51518.0,63
7094,4,Affluent Singles,1064,203.93333333333337,0.1148030166487663,High Risk,14,58330.0,46
3667,1,Budget-Conscious Families,1757,337.34400000000005,0.9373531468531467,Low Risk,12,80952.0,52
7723,4,Affluent Singles,1440,274.2857142857143,0.35234173037637107,Medium Risk,12,75507.0,42
3870,4,Affluent Singles,1006,192.8166666666667,0.1244184027574249,Low Risk,11,63855.0,43
4012,4,Affluent Singles,1226,232.29473684210527,0.7627567181720712,Medium Risk,12,62220.0,49
5909,4,Affluent Singles,1171,219.5625,0.21870323157565374,Low Risk,9,58512.0,57
10470,2,Mature Loyalists,92,15.77142857142857,0.2060110120094898,Low Risk,5,40662.0,42
6488,0,High-Value Champions,99,17.325,0.2627954950336747,High Risk,9,38829.0,62
10270,2,Mature Loyalists,66,11.314285714285717,0.09317259923683593,Low Risk,5,35523.0,40
6887,0,High-Value Champions,564,106.53333333333333,0.1649391087388389,Low Risk,9,79146.0,54
6406,4,Affluent Singles,1427,271.80952380952385,0.3216910229970455,Low Risk,10,78285.0,33
7573,2,Mature Loyalists,86,14.333333333333336,0.7674064189604324,Low Risk,4,31626.0,43
4508,4,Affluent Singles,833,157.83157894736843,0.11929582973150758,High Risk,13,75127.0,69
221,0,High-Value Champions,242,43.56,0.2789865142496081,High Risk,10,48726.0,66
5331,1,Budget-Conscious Families,1869,351.81176470588235,0.3886852685527821,Low Risk,10,74985.0,44
1911,4,Affluent Singles,1364,263.3931034482759,0.1528502118439306,Low Risk,11,67430.0,34
20,0,High-Value Champions,183,32.025,0.04334977571241299,High Risk,9,46891.0,56
8786,0,High-Value Champions,450,84.0,0.09843056726294593,Medium Risk,9,62058.0,65
10582,4,Affluent Singles,758,144.02,0.04984596646760455,Low Risk,9,72063.0,42
1915,4,Affluent Singles,1507,286.33,0.1454980247208508,Medium Risk,12,78939.0,70
8897,0,High-Value Champions,654,123.53333333333336,0.7098293157336647,Low Risk,9,42720.0,56
2371,0,High-Value Champions,81,13.885714285714286,0.06227418923061585,Low Risk,6,33622.0,49
4303,2,Mature Loyalists,137,13.700000000000001,0.25799436519506747,High Risk,7,6835.0,64
6825,0,High-Value Champions,16,2.4000000000000004,0.021211475280583078,High Risk,7,41452.0,68
1072,0,High-Value Champions,93,15.942857142857145,0.05570987993563542,Medium Risk,8,40760.0,56
4964,4,Affluent Singles,1158,218.73333333333332,0.10273755850009814,High Risk,13,74250.0,63
2461,0,High-Value Champions,43,6.879999999999999,0.05735423235667939,High Risk,6,51124.0,66
10736,4,Affluent Singles,1525,290.47619047619054,0.08742887607014964,Low Risk,11,72258.0,50
3194,4,Affluent Singles,1230,233.0526315789474,0.11489268800810595,High Risk,14,71466.0,47
10839,0,High-Value Champions,29,4.64,0.026390502485400803,Low Risk,5,36283.0,45
49,2,Mature Loyalists,25,4.0,0.18412625478916364,Low Risk,4,20587.0,51
4290,2,Mature Loyalists,24,3.6,0.04319638695174157,Low Risk,3,30467.0,49
10219,2,Mature Loyalists,38,6.079999999999999,0.011939022911022348,Low Risk,5,31590.0,49
4211,2,Mature Loyalists,57,9.5,0.0695039056236753,Low Risk,4,20425.0,35
1135,0,High-Value Champions,47,8.225000000000001,0.009534826269864894,High Risk,8,17144.0,61
6299,4,Affluent Singles,813,154.0421052631579,0.7634256441072893,Low Risk,10,42564.0,53
10846,2,Mature Loyalists,629,118.4,0.5393618294201279,Low Risk,9,43783.0,43
347,2,Mature Loyalists,377,70.0142857142857,0.3652791163750889,Low Risk,8,40780.0,45
6543,4,Affluent Singles,1612,299.37142857142857,0.1407866834908809,Low Risk,11,62847.0,76
10446,1,Budget-Conscious Families,729,137.2235294117647,0.8501299946498636,Medium Risk,11,82017.0,64
3479,2,Mature Loyalists,50,8.333333333333334,0.5116251899884791,Low Risk,5,16813.0,71
11075,0,High-Value Champions,270,49.5,0.09570563083936698,Low Risk,8,51267.0,43
4442,0,High-Value Champions,177,30.975,0.04262812630672056,Medium Risk,8,46524.0,60
199,2,Mature Loyalists,315,58.153846153846146,0.5082422354190212,Low Risk,8,45183.0,59
6722,4,Affluent Singles,767,146.0952380952381,0.2996323119630147,High Risk,13,70421.0,67
796,4,Affluent Singles,1071,205.275,0.23824191449358217,Low Risk,10,60161.0,56
3749,4,Affluent Singles,1580,302.83333333333337,0.18063974916757033,Medium Risk,13,73926.0,48
8523,2,Mature Loyalists,60,10.5,0.022669401897213927,Low Risk,6,19329.0,53
310,4,Affluent Singles,573,108.23333333333333,0.0326666890853571,High Risk,12,61872.0,51
8629,0,High-Value Champions,41,6.56,0.03541674430371585,Medium Risk,6,46984.0,65
236,0,High-Value Champions,170,29.749999999999996,0.12745224162968094,Medium Risk,8,34838.0,70
9930,4,Affluent Singles,1167,225.0642857142857,0.17403165677924984,Low Risk,10,82716.0,77
3483,1,Budget-Conscious Families,1526,291.9304347826087,0.8946246560467326,High Risk,14,48192.0,63
4599,0,High-Value Champions,458,85.875,0.09462778414099983,Medium Risk,10,49681.0,45
7326,0,High-Value Champions,63,10.5,0.010444932060480425,High Risk,8,56850.0,50
7352,4,Affluent Singles,405,75.21428571428572,0.08908131501520364,Low Risk,8,55267.0,64
2350,4,Affluent Singles,1027,190.72857142857143,0.36140729784873654,High Risk,12,59666.0,49
9145,4,Affluent Singles,1478,281.5238095238095,0.015275202120935843,Low Risk,12,72504.0,49
2964,2,Mature Loyalists,72,11.520000000000001,0.3447999985662979,Low Risk,4,26872.0,40
5585,2,Mature Loyalists,48,8.0,0.4934903192354666,Low Risk,3,21359.0,49
9687,4,Affluent Singles,726,136.125,0.18493704962082907,Low Risk,8,73170.0,46
3732,4,Affluent Singles,860,164.18181818181822,0.1353284406887703,Medium Risk,13,52750.0,66
6303,4,Affluent Singles,1497,286.38260869565215,0.13352076411960134,Medium Risk,14,91820.0,35
11176,4,Affluent Singles,495,93.1764705882353,0.2525072289017442,Low Risk,8,65968.0,51
2986,0,High-Value Champions,20,3.0,0.007292908425339529,High Risk,7,30772.0,45
7462,2,Mature Loyalists,570,107.29411764705884,0.5401001483888399,Medium Risk,11,22507.0,67
3900,4,Affluent Singles,769,146.47619047619048,0.10137413344969198,Medium Risk,11,65685.0,49
7034,2,Mature Loyalists,55,9.166666666666666,0.02634551471338549,Low Risk,4,25804.0,43
9493,1,Budget-Conscious Families,1808,341.5111111111111,0.9168540997216134,Low Risk,10,76412.0,41
1143,2,Mature Loyalists,55,9.166666666666668,0.023845398376169672,Low Risk,5,22063.0,49
1,4,Affluent Singles,577,108.9888888888889,0.7146117177098458,Low Risk,8,57091.0,60
3855,2,Mature Loyalists,162,28.35,0.18052151205027733,Medium Risk,8,22419.0,58
5536,1,Budget-Conscious Families,1957,371.83000000000004,0.9054729020979022,Medium Risk,13,87771.0,62
